date,open,high,low,close,volume
201908131350,23340,23344,23330,23330,150748
201908131355,23335,23340,23330,23330,154186
201908131400,23335,23340,23330,23330,71431
201908131405,23330,23344,23321,23340,90270
201908131410,23340,23344,23326,23326,21946
201908131415,23326,23335,23317,23317,21706
201908131420,23317,23326,23312,23317,10189
201908131425,23317,23321,23307,23312,17008
201908131430,23307,23317,23285,23285,44742
201908131435,23289,23307,23285,23285,28141
201908131440,23285,23303,23280,23289,21606
201908131445,23285,23298,23285,23289,19141
201908131450,23285,23298,23275,23298,76049
201908131455,23294,23298,23285,23294,28116
201908131500,23294,23303,23285,23303,69524
201908131505,23303,23317,23298,23317,81534
201908131510,23317,23317,23298,23307,33539
201908131515,23307,23312,23289,23294,28421
201908131520,23294,23298,23275,23280,63285
201908131530,23280,23280,23280,23280,94641
201908140905,23510,23593,23501,23588,145514
201908140910,23593,23638,23560,23634,144517
201908140915,23634,23638,23551,23551,79422
201908140920,23556,23570,23533,23560,69462
201908140925,23560,23570,23547,23560,151518
201908140930,23560,23602,23560,23579,232673
201908140935,23579,23588,23556,23570,168205
201908140940,23570,23579,23547,23547,42186
201908140945,23547,23574,23542,23574,207267
201908140950,23574,23597,23574,23593,179976
201908140955,23593,23602,23574,23602,75301
201908141000,23597,23597,23570,23574,93811
201908141005,23579,23593,23565,23570,177596
201908141010,23570,23620,23570,23606,202857
201908141015,23602,23616,23602,23611,141540
201908141020,23606,23625,23602,23611,165889
201908141025,23616,23620,23602,23616,39537
201908141030,23616,23620,23593,23602,20985
201908141035,23602,23606,23570,23570,50188
201908141040,23574,23593,23574,23593,8909
201908141045,23593,23593,23560,23574,69643
201908141050,23579,23588,23565,23570,35158
201908141055,23574,23588,23574,23583,4972
201908141100,23583,23588,23574,23579,8077
201908141105,23574,23579,23560,23579,44201
201908141110,23574,23579,23551,23551,45643
201908141115,23556,23560,23551,23556,123140
201908141120,23556,23556,23528,23533,51312
201908141125,23533,23537,23514,23533,108799
201908141130,23533,23533,23524,23528,96707
201908141135,23533,23533,23496,23514,102873
201908141140,23514,23519,23505,23519,76499
201908141145,23519,23524,23514,23514,123372
201908141150,23514,23519,23505,23519,32043
201908141155,23519,23528,23510,23514,61847
201908141200,23514,23528,23514,23519,40129
201908141205,23514,23519,23501,23505,33389
201908141210,23505,23510,23491,23496,35560
201908141215,23496,23505,23487,23496,47174
201908141220,23491,23496,23478,23482,51340
201908141225,23487,23496,23473,23478,92137
201908141230,23478,23505,23478,23496,67590
201908141235,23501,23501,23482,23482,33042
201908141240,23487,23496,23482,23487,32408
201908141245,23482,23487,23473,23478,51573
201908141250,23473,23478,23455,23459,57897
201908141255,23459,23464,23455,23455,32917
201908141300,23464,23468,23459,23464,44306
201908141305,23464,23478,23459,23464,58752
201908141310,23468,23468,23455,23464,128416
201908141315,23459,23464,23455,23464,64808
201908141320,23459,23468,23455,23459,125132
201908141325,23459,23468,23455,23464,65905
201908141330,23468,23478,23464,23478,70281
201908141335,23478,23482,23468,23478,186281
201908141340,23473,23473,23455,23459,88243
201908141345,23459,23473,23455,23464,159513
201908141350,23468,23487,23459,23482,264095
201908141355,23487,23491,23473,23482,103719
201908141400,23482,23491,23482,23482,67713
201908141405,23487,23491,23473,23473,63007
201908141410,23473,23473,23459,23468,82872
201908141415,23468,23473,23455,23455,66650
201908141420,23455,23468,23455,23468,58355
201908141425,23464,23468,23445,23455,96812
201908141430,23455,23459,23445,23455,52577
201908141435,23455,23459,23441,23441,41357
201908141440,23445,23450,23427,23436,46193
201908141445,23436,23455,23432,23445,30799
201908141450,23450,23464,23445,23455,67442
201908141455,23459,23459,23445,23450,85674
201908141500,23450,23450,23436,23441,80516
201908141505,23441,23459,23432,23441,147289
201908141510,23441,23450,23432,23445,93204
201908141515,23450,23459,23436,23459,77387
201908141520,23459,23464,23455,23459,79097
201908141530,23445,23445,23445,23445,110790
201908160905,23307,23307,23225,23271,117112
201908160910,23275,23303,23197,23225,114372
201908160915,23220,23252,23216,23248,18948
201908160920,23248,23248,23206,23229,60793
201908160925,23225,23252,23220,23234,74136
201908160930,23234,23248,23202,23206,27169
201908160935,23202,23206,23160,23179,133630
201908160940,23174,23183,23147,23156,43564
201908160945,23156,23174,23147,23165,26989
201908160950,23170,23220,23156,23193,58646
201908160955,23188,23211,23179,23211,34890
201908161000,23211,23211,23183,23202,20743
201908161005,23193,23220,23188,23197,65329
201908161010,23193,23197,23174,23197,14117
201908161015,23197,23216,23193,23211,19996
201908161020,23216,23266,23216,23252,91552
201908161025,23257,23266,23243,23262,33431
201908161030,23266,23280,23262,23275,34963
201908161035,23280,23307,23266,23289,71100
201908161040,23285,23285,23257,23257,38721
201908161045,23266,23275,23248,23252,21861
201908161050,23252,23275,23252,23266,16402
201908161055,23266,23275,23257,23275,18765
201908161100,23275,23275,23248,23262,48902
201908161105,23262,23262,23239,23257,26427
201908161110,23257,23298,23257,23298,37340
201908161115,23298,23307,23285,23289,55623
201908161120,23298,23317,23289,23312,22491
201908161125,23317,23317,23285,23285,19697
201908161130,23285,23303,23285,23289,24498
201908161135,23289,23294,23280,23285,17738
201908161140,23285,23285,23271,23280,23782
201908161145,23285,23294,23275,23289,18486
201908161150,23289,23303,23280,23298,28246
201908161155,23298,23298,23280,23285,13612
201908161200,23285,23289,23275,23275,33747
201908161205,23275,23280,23262,23266,62120
201908161210,23266,23275,23257,23275,24710
201908161215,23275,23280,23271,23280,8365
201908161220,23285,23289,23275,23275,15567
201908161225,23280,23326,23280,23321,40347
201908161230,23317,23321,23303,23303,17957
201908161235,23303,23321,23303,23317,15223
201908161240,23312,23317,23298,23312,43941
201908161245,23317,23335,23312,23326,41488
201908161250,23330,23330,23321,23326,42526
201908161255,23330,23335,23312,23312,66616
201908161300,23312,23326,23312,23317,10536
201908161305,23317,23326,23307,23317,10939
201908161310,23317,23317,23303,23312,25692
201908161315,23312,23317,23298,23317,25650
201908161320,23317,23317,23303,23307,46009
201908161325,23312,23321,23303,23321,64401
201908161330,23317,23326,23317,23321,64923
201908161335,23326,23330,23321,23330,87393
201908161340,23330,23330,23321,23330,111398
201908161345,23330,23330,23307,23317,73218
201908161350,23317,23321,23312,23317,97603
201908161355,23321,23321,23303,23307,36847
201908161400,23312,23321,23307,23317,122441
201908161405,23317,23317,23294,23298,110047
201908161410,23303,23317,23294,23307,61015
201908161415,23307,23312,23294,23303,41945
201908161420,23303,23321,23298,23317,47792
201908161425,23317,23326,23312,23317,9528
201908161430,23317,23340,23317,23335,24718
201908161435,23335,23353,23326,23344,18142
201908161440,23349,23353,23335,23344,17017
201908161445,23344,23353,23335,23344,20242
201908161450,23344,23353,23330,23340,20458
201908161455,23335,23349,23330,23344,17315
201908161500,23340,23353,23335,23340,27341
201908161505,23340,23340,23321,23330,40048
201908161510,23321,23340,23321,23330,31129
201908161515,23330,23335,23321,23326,34475
201908161520,23326,23335,23321,23335,27563
201908161530,23367,23367,23367,23367,71769
201908190905,23514,23514,23459,23487,116335
201908190910,23487,23505,23445,23455,122379
201908190915,23459,23464,23436,23450,38257
201908190920,23450,23464,23427,23445,49774
201908190925,23445,23473,23445,23459,22668
201908190930,23455,23468,23455,23468,8107
201908190935,23468,23468,23445,23464,18336
201908190940,23464,23473,23455,23464,32791
201908190945,23468,23473,23445,23450,10607
201908190950,23450,23450,23422,23427,20551
201908190955,23427,23432,23413,23413,25787
201908191000,23413,23432,23413,23418,25865
201908191005,23422,23432,23413,23432,37208
201908191010,23432,23441,23427,23441,46751
201908191015,23441,23445,23436,23445,30644
201908191020,23445,23455,23436,23445,28583
201908191025,23445,23450,23436,23441,8796
201908191030,23436,23459,23427,23459,22928
201908191035,23459,23491,23455,23482,48611
201908191040,23482,23496,23478,23487,59399
201908191045,23487,23501,23482,23496,40244
201908191050,23496,23496,23450,23455,154176
201908191055,23459,23473,23455,23468,24304
201908191100,23473,23487,23468,23478,8673
201908191105,23482,23482,23450,23459,22584
201908191110,23455,23459,23441,23455,21571
201908191115,23455,23468,23450,23459,188022
201908191120,23464,23468,23455,23464,182857
201908191125,23464,23468,23455,23464,120055
201908191130,23464,23468,23455,23464,46547
201908191135,23459,23464,23450,23450,71343
201908191140,23450,23468,23450,23459,47651
201908191145,23468,23478,23464,23473,36330
201908191150,23473,23482,23468,23482,30824
201908191155,23478,23491,23473,23487,27078
201908191200,23482,23537,23482,23528,63074
201908191205,23533,23556,23533,23542,90539
201908191210,23537,23547,23533,23537,34433
201908191215,23533,23542,23519,23528,59128
201908191220,23528,23533,23514,23528,33788
201908191225,23528,23528,23514,23519,31628
201908191230,23519,23524,23510,23514,14910
201908191235,23519,23519,23510,23519,12824
201908191240,23524,23528,23514,23524,11606
201908191245,23519,23519,23514,23514,13011
201908191250,23514,23528,23510,23519,34139
201908191255,23514,23528,23514,23519,26077
201908191300,23514,23524,23510,23519,8789
201908191305,23519,23524,23514,23524,25581
201908191310,23524,23524,23510,23514,20548
201908191315,23514,23514,23496,23505,63563
201908191320,23501,23510,23496,23510,20478
201908191325,23505,23510,23505,23505,39605
201908191330,23501,23505,23491,23496,19468
201908191335,23501,23501,23482,23491,27757
201908191340,23482,23491,23482,23487,12730
201908191345,23491,23491,23478,23478,25231
201908191350,23478,23487,23468,23473,46149
201908191355,23473,23487,23473,23482,14232
201908191400,23482,23482,23473,23482,7447
201908191405,23482,23491,23473,23491,24149
201908191410,23487,23491,23478,23482,52010
201908191415,23482,23491,23473,23491,30499
201908191420,23487,23496,23482,23491,40722
201908191425,23496,23496,23482,23491,14948
201908191430,23491,23496,23487,23491,18321
201908191435,23491,23496,23482,23491,5243
201908191440,23491,23491,23487,23491,7212
201908191445,23491,23491,23478,23478,11230
201908191450,23482,23491,23473,23491,19202
201908191455,23491,23496,23478,23491,32491
201908191500,23491,23496,23482,23491,7993
201908191505,23491,23496,23487,23496,14082
201908191510,23496,23514,23491,23514,67247
201908191515,23514,23514,23501,23514,72238
201908191520,23514,23533,23510,23519,114656
201908191530,23514,23514,23514,23514,83997
201908200905,23501,23542,23496,23514,162762
201908200910,23514,23537,23487,23533,32982
201908200915,23537,23537,23496,23501,24614
201908200920,23501,23514,23496,23505,12992
201908200925,23510,23524,23491,23491,15786
201908200930,23491,23524,23491,23524,19590
201908200935,23524,23524,23501,23524,28910
201908200940,23528,23533,23514,23519,13533
201908200945,23519,23533,23519,23524,34393
201908200950,23524,23524,23501,23501,51067
201908200955,23501,23505,23468,23478,74346
201908201000,23478,23491,23473,23491,26171
201908201005,23491,23501,23468,23496,85498
201908201010,23496,23496,23482,23491,31118
201908201015,23491,23501,23487,23501,34259
201908201020,23501,23505,23478,23496,33957
201908201025,23496,23496,23482,23491,26754
201908201030,23491,23491,23482,23491,32736
201908201035,23496,23519,23491,23510,108033
201908201040,23510,23519,23491,23510,71265
201908201045,23519,23524,23510,23510,130434
201908201050,23510,23519,23501,23501,93695
201908201055,23505,23524,23501,23524,106572
201908201100,23528,23537,23514,23537,73286
201908201105,23537,23570,23533,23560,177926
201908201110,23560,23597,23560,23579,146541
201908201115,23583,23593,23565,23570,145538
201908201120,23574,23588,23570,23588,47552
201908201125,23588,23593,23579,23593,29062
201908201130,23588,23588,23574,23574,61842
201908201135,23574,23583,23565,23583,38087
201908201140,23583,23606,23579,23602,82792
201908201145,23606,23625,23597,23625,97450
201908201150,23620,23620,23606,23606,32079
201908201155,23611,23616,23602,23616,35066
201908201200,23616,23648,23611,23638,58130
201908201205,23643,23643,23620,23625,30778
201908201210,23625,23629,23616,23625,28099
201908201215,23625,23625,23611,23616,24862
201908201220,23620,23625,23611,23616,2107
201908201225,23616,23629,23616,23629,18745
201908201230,23629,23629,23611,23611,16209
201908201235,23616,23629,23611,23629,6700
201908201240,23629,23638,23625,23634,20029
201908201245,23634,23634,23625,23629,7914
201908201250,23629,23638,23629,23634,4281
201908201255,23634,23638,23616,23616,15407
201908201300,23620,23620,23606,23611,19156
201908201305,23611,23620,23606,23620,23408
201908201310,23625,23629,23620,23625,5073
201908201315,23625,23652,23625,23648,12437
201908201320,23648,23680,23648,23675,29037
201908201325,23675,23703,23671,23703,82374
201908201330,23703,23712,23689,23694,66626
201908201335,23703,23712,23680,23689,48123
201908201340,23684,23689,23661,23689,31905
201908201345,23689,23703,23684,23698,89576
201908201350,23694,23707,23694,23703,11883
201908201355,23698,23707,23694,23698,34089
201908201400,23703,23717,23698,23712,42670
201908201405,23717,23726,23712,23721,48093
201908201410,23726,23730,23703,23726,48123
201908201415,23726,23744,23721,23735,40863
201908201420,23735,23744,23717,23740,39914
201908201425,23744,23753,23735,23749,31265
201908201430,23749,23763,23735,23758,8288
201908201435,23763,23772,23744,23763,39704
201908201440,23763,23790,23758,23767,57638
201908201445,23772,23772,23749,23758,17132
201908201450,23758,23772,23753,23767,28729
201908201455,23767,23786,23758,23786,28278
201908201500,23786,23786,23767,23776,23606
201908201505,23776,23786,23767,23767,110233
201908201510,23772,23776,23758,23767,58639
201908201515,23772,23772,23758,23767,71291
201908201520,23767,23767,23740,23749,109696
201908201530,23744,23744,23744,23744,91709
201908210905,23698,23717,23684,23707,113309
201908210910,23712,23721,23698,23721,90515
201908210915,23717,23721,23703,23707,192005
201908210920,23712,23717,23698,23717,127365
201908210925,23717,23730,23703,23730,118083
201908210930,23730,23740,23721,23726,214391
201908210935,23726,23735,23717,23721,100131
201908210940,23721,23735,23721,23721,70828
201908210945,23721,23721,23698,23712,110030
201908210950,23717,23721,23707,23717,33559
201908210955,23721,23735,23721,23730,75754
201908211000,23735,23735,23717,23735,86000
201908211005,23735,23749,23726,23740,137699
201908211010,23744,23758,23744,23753,147150
201908211015,23758,23758,23744,23753,41134
201908211020,23753,23763,23740,23758,51137
201908211025,23763,23763,23735,23740,43406
201908211030,23740,23749,23730,23735,36926
201908211035,23744,23744,23730,23735,39966
201908211040,23735,23781,23730,23781,92818
201908211045,23786,23790,23767,23790,69083
201908211050,23790,23804,23781,23786,111205
201908211055,23786,23813,23786,23804,82986
201908211100,23804,23804,23790,23795,10699
201908211105,23795,23827,23795,23827,192193
201908211110,23827,23859,23813,23859,88668
201908211115,23859,23878,23845,23855,77629
201908211120,23859,23873,23845,23845,31529
201908211125,23850,23850,23822,23822,18108
201908211130,23827,23827,23776,23776,27096
201908211135,23781,23795,23767,23772,46338
201908211140,23776,23790,23772,23786,10040
201908211145,23786,23804,23781,23795,28906
201908211150,23795,23799,23781,23795,3153
201908211155,23795,23804,23790,23799,2363
201908211200,23799,23809,23795,23799,35951
201908211205,23804,23804,23786,23799,11076
201908211210,23799,23804,23781,23786,24364
201908211215,23786,23790,23767,23776,21386
201908211220,23776,23786,23772,23781,17068
201908211225,23781,23790,23781,23790,5159
201908211230,23790,23795,23781,23790,3138
201908211235,23790,23804,23786,23799,24489
201908211240,23799,23804,23790,23799,7735
201908211245,23804,23809,23781,23795,33825
201908211250,23795,23795,23781,23786,6881
201908211255,23786,23809,23781,23804,5218
201908211300,23809,23809,23795,23795,17078
201908211305,23795,23804,23772,23772,7108
201908211310,23772,23772,23753,23758,12423
201908211315,23758,23758,23730,23735,153582
201908211320,23735,23744,23726,23744,106753
201908211325,23744,23749,23735,23735,40213
201908211330,23740,23744,23735,23744,90650
201908211335,23744,23753,23740,23744,104672
201908211340,23744,23744,23735,23740,178792
201908211345,23740,23749,23735,23740,185359
201908211350,23740,23744,23730,23730,213428
201908211355,23740,23744,23726,23740,369807
201908211400,23740,23749,23730,23744,50677
201908211405,23744,23753,23740,23740,56097
201908211410,23735,23744,23730,23740,39986
201908211415,23744,23749,23744,23749,20908
201908211420,23749,23763,23749,23753,47496
201908211425,23758,23763,23749,23749,22140
201908211430,23753,23763,23744,23763,25542
201908211435,23758,23767,23753,23767,49268
201908211440,23767,23767,23749,23763,29320
201908211445,23763,23772,23758,23758,10787
201908211450,23763,23767,23758,23763,9613
201908211455,23758,23767,23753,23758,6499
201908211500,23763,23781,23763,23776,45003
201908211505,23772,23813,23767,23813,101089
201908211510,23813,23813,23786,23790,73155
201908211515,23790,23799,23786,23790,38633
201908211520,23795,23804,23790,23795,60316
201908211530,23790,23790,23790,23790,39295
201908220905,23813,23813,23767,23772,126125
201908220910,23772,23781,23744,23744,102379
201908220915,23740,23763,23730,23753,74529
201908220920,23753,23753,23726,23730,70566
201908220925,23726,23735,23694,23703,106258
201908220930,23707,23707,23684,23698,122941
201908220935,23698,23730,23694,23726,186309
201908220940,23726,23753,23726,23740,82704
201908220945,23735,23740,23726,23726,29477
201908220950,23726,23735,23717,23717,48549
201908220955,23721,23730,23712,23717,26684
201908221000,23717,23717,23703,23712,50792
201908221005,23712,23730,23703,23730,48102
201908221010,23730,23744,23726,23744,58709
201908221015,23744,23744,23721,23730,25651
201908221020,23730,23735,23721,23726,26964
201908221025,23730,23740,23721,23740,11846
201908221030,23740,23749,23730,23744,18744
201908221035,23749,23763,23730,23758,49868
201908221040,23763,23763,23740,23749,30384
201908221045,23749,23758,23703,23703,20701
201908221050,23703,23707,23638,23657,96167
201908221055,23657,23661,23638,23652,59957
201908221100,23648,23657,23634,23652,51006
201908221105,23652,23652,23629,23643,49312
201908221110,23648,23652,23625,23625,29579
201908221115,23625,23652,23620,23643,40536
201908221120,23648,23675,23643,23675,73098
201908221125,23675,23684,23657,23666,44808
201908221130,23666,23671,23657,23657,17800
201908221135,23657,23671,23643,23652,11435
201908221140,23643,23652,23634,23638,30497
201908221145,23634,23661,23625,23648,31224
201908221150,23648,23657,23638,23643,18570
201908221155,23638,23648,23616,23629,77069
201908221200,23629,23629,23616,23616,17927
201908221205,23616,23638,23616,23634,14554
201908221210,23638,23648,23634,23638,13055
201908221215,23638,23638,23583,23588,58435
201908221220,23588,23620,23579,23616,42786
201908221225,23611,23634,23611,23625,12686
201908221230,23629,23643,23620,23638,14548
201908221235,23638,23648,23634,23648,25545
201908221240,23652,23657,23638,23648,29832
201908221245,23643,23652,23638,23648,40646
201908221250,23648,23657,23643,23643,38309
201908221255,23648,23648,23629,23634,35991
201908221300,23634,23648,23625,23629,26506
201908221305,23629,23643,23620,23634,22507
201908221310,23638,23652,23634,23652,25331
201908221315,23652,23657,23643,23652,30856
201908221320,23657,23657,23643,23648,31200
201908221325,23648,23689,23648,23680,153035
201908221330,23684,23689,23666,23666,9374
201908221335,23671,23698,23666,23698,22015
201908221340,23694,23703,23675,23684,39438
201908221345,23689,23694,23675,23675,18415
201908221350,23680,23694,23675,23675,5206
201908221355,23680,23689,23675,23680,11285
201908221400,23675,23680,23666,23675,34612
201908221405,23675,23680,23657,23657,26303
201908221410,23661,23666,23643,23652,53712
201908221415,23652,23657,23634,23638,43802
201908221420,23638,23643,23629,23638,32340
201908221425,23634,23643,23625,23625,48632
201908221430,23629,23629,23593,23616,68648
201908221435,23616,23616,23588,23611,49993
201908221440,23602,23638,23602,23629,65428
201908221445,23629,23638,23620,23629,46428
201908221450,23629,23638,23625,23625,56609
201908221455,23625,23648,23625,23634,58192
201908221500,23629,23648,23625,23643,78878
201908221505,23638,23657,23634,23648,55046
201908221510,23648,23648,23634,23643,46496
201908221515,23643,23648,23629,23629,65856
201908221520,23634,23643,23606,23616,65656
201908221530,23602,23602,23602,23602,103215
201908230905,23501,23514,23473,23496,133800
201908230910,23491,23551,23487,23542,42363
201908230915,23551,23551,23505,23514,25664
201908230920,23514,23528,23505,23524,69345
201908230925,23524,23537,23514,23528,39667
201908230930,23528,23551,23519,23524,65723
201908230935,23524,23524,23491,23496,39504
201908230940,23501,23510,23491,23496,19407
201908230945,23496,23510,23487,23491,11271
201908230950,23496,23519,23491,23501,28491
201908230955,23505,23524,23501,23519,16257
201908231000,23519,23524,23514,23524,39549
201908231005,23519,23519,23501,23519,16520
201908231010,23519,23519,23491,23496,5639
201908231015,23501,23501,23487,23496,11737
201908231020,23501,23542,23501,23537,28652
201908231025,23537,23542,23524,23542,14873
201908231030,23537,23542,23528,23528,6444
201908231035,23533,23537,23491,23496,15611
201908231040,23496,23565,23487,23560,65017
201908231045,23556,23574,23542,23570,28409
201908231050,23574,23574,23537,23537,22035
201908231055,23547,23588,23537,23574,20129
201908231100,23574,23583,23570,23574,16189
201908231105,23570,23583,23560,23560,7569
201908231110,23560,23574,23560,23570,70714
201908231115,23570,23574,23560,23570,1517
201908231120,23570,23583,23556,23560,13264
201908231125,23556,23565,23556,23565,11079
201908231130,23570,23574,23551,23560,37208
201908231135,23556,23574,23556,23570,24381
201908231140,23574,23602,23574,23602,44583
201908231145,23597,23611,23593,23597,68716
201908231150,23597,23606,23597,23602,29054
201908231155,23597,23602,23583,23593,22910
201908231200,23593,23616,23593,23611,42553
201908231205,23611,23616,23597,23611,19395
201908231210,23606,23634,23606,23620,86890
201908231215,23616,23629,23616,23620,33087
201908231220,23620,23625,23611,23616,22102
201908231225,23616,23620,23606,23611,31839
201908231230,23606,23620,23606,23611,51580
201908231235,23606,23616,23602,23606,22788
201908231240,23606,23611,23593,23606,51907
201908231245,23606,23606,23593,23597,56171
201908231250,23602,23606,23593,23597,19702
201908231255,23593,23606,23593,23602,44237
201908231300,23602,23602,23593,23597,36000
201908231305,23593,23602,23593,23597,24794
201908231310,23593,23606,23583,23583,34936
201908231315,23593,23606,23588,23602,68105
201908231320,23606,23611,23593,23602,56330
201908231325,23602,23606,23583,23588,28940
201908231330,23588,23593,23583,23583,31519
201908231335,23588,23597,23579,23593,96080
201908231340,23593,23593,23579,23583,46252
201908231345,23583,23588,23570,23574,88952
201908231350,23579,23579,23560,23579,82153
201908231355,23579,23583,23570,23570,53964
201908231400,23570,23574,23556,23556,64405
201908231405,23551,23574,23551,23574,48772
201908231410,23574,23583,23570,23583,75321
201908231415,23579,23588,23570,23579,64581
201908231420,23579,23579,23560,23565,23484
201908231425,23570,23579,23560,23574,52075
201908231430,23574,23588,23570,23579,41221
201908231435,23583,23593,23565,23570,46423
201908231440,23570,23602,23570,23588,37532
201908231445,23588,23597,23583,23593,46941
201908231450,23597,23597,23583,23593,51064
201908231455,23593,23616,23593,23606,63244
201908231500,23606,23620,23597,23620,29999
201908231505,23616,23625,23597,23606,84834
201908231510,23606,23606,23597,23606,66436
201908231515,23606,23606,23593,23597,44231
201908231520,23597,23606,23593,23593,134542
201908231530,23579,23579,23579,23579,38281
201908260905,23165,23179,23105,23114,209576
201908260910,23114,23170,23110,23137,131596
201908260915,23137,23170,23133,23156,41686
201908260920,23156,23170,23147,23165,54002
201908260925,23165,23202,23165,23188,52691
201908260930,23188,23239,23183,23220,100696
201908260935,23225,23234,23211,23216,30422
201908260940,23216,23220,23193,23197,35557
201908260945,23197,23197,23179,23179,68411
201908260950,23183,23193,23142,23142,83985
201908260955,23142,23156,23124,23142,104142
201908261000,23142,23165,23142,23165,53909
201908261005,23165,23183,23156,23170,94323
201908261010,23174,23183,23160,23170,56769
201908261015,23170,23211,23165,23183,59934
201908261020,23193,23225,23188,23206,96328
201908261025,23211,23216,23193,23197,33457
201908261030,23197,23206,23183,23188,39066
201908261035,23188,23225,23183,23206,35584
201908261040,23211,23211,23188,23188,27713
201908261045,23193,23216,23183,23197,38716
201908261050,23197,23225,23188,23216,22878
201908261055,23220,23220,23179,23188,23518
201908261100,23197,23220,23197,23211,19570
201908261105,23216,23216,23197,23197,14151
201908261110,23197,23197,23179,23188,39400
201908261115,23188,23193,23179,23179,21903
201908261120,23183,23193,23170,23188,13178
201908261125,23188,23197,23179,23183,17876
201908261130,23193,23202,23179,23188,13595
201908261135,23188,23216,23179,23206,77011
201908261140,23206,23211,23197,23211,14358
201908261145,23211,23220,23206,23216,25761
201908261150,23216,23280,23211,23275,59497
201908261155,23275,23285,23262,23266,24162
201908261200,23266,23266,23243,23243,79615
201908261205,23243,23248,23225,23225,34420
201908261210,23225,23243,23220,23234,17142
201908261215,23234,23252,23229,23248,21321
201908261220,23248,23262,23243,23257,32340
201908261225,23257,23280,23257,23266,28208
201908261230,23266,23271,23262,23262,4211
201908261235,23266,23271,23257,23266,17254
201908261240,23266,23271,23262,23266,9659
201908261245,23266,23266,23262,23266,5061
201908261250,23266,23280,23262,23275,6074
201908261255,23275,23289,23275,23285,10376
201908261300,23285,23289,23271,23271,5755
201908261305,23271,23280,23266,23280,9246
201908261310,23280,23280,23262,23262,14277
201908261315,23262,23266,23257,23266,5630
201908261320,23266,23266,23239,23243,29563
201908261325,23243,23252,23239,23239,38865
201908261330,23243,23248,23234,23239,24297
201908261335,23239,23252,23234,23248,20168
201908261340,23248,23252,23234,23234,8638
201908261345,23234,23257,23229,23252,16289
201908261350,23248,23252,23229,23234,42235
201908261355,23234,23239,23225,23239,20769
201908261400,23239,23243,23220,23220,12905
201908261405,23220,23234,23216,23234,20705
201908261410,23234,23234,23211,23216,51982
201908261415,23220,23229,23197,23211,37306
201908261420,23211,23225,23206,23211,25978
201908261425,23216,23234,23216,23216,11796
201908261430,23220,23234,23216,23225,10313
201908261435,23220,23234,23220,23220,15332
201908261440,23220,23225,23211,23211,53568
201908261445,23211,23220,23202,23220,35347
201908261450,23220,23234,23206,23229,22961
201908261455,23229,23243,23225,23234,19241
201908261500,23234,23252,23234,23252,23833
201908261505,23243,23271,23243,23257,21699
201908261510,23257,23271,23248,23262,25706
201908261515,23262,23262,23243,23248,35450
201908261520,23248,23252,23229,23229,47311
201908261530,23234,23234,23234,23234,39848
201908270905,23349,23349,23289,23335,157075
201908270910,23335,23349,23326,23335,163323
201908270915,23335,23349,23326,23330,188241
201908270920,23330,23344,23330,23340,58755
201908270925,23340,23363,23335,23353,70538
201908270930,23353,23381,23349,23381,85100
201908270935,23376,23399,23376,23399,72197
201908270940,23404,23450,23404,23441,93779
201908270945,23441,23441,23409,23413,20016
201908270950,23418,23422,23395,23399,37225
201908270955,23395,23399,23372,23381,11371
201908271000,23376,23395,23372,23381,23379
201908271005,23381,23404,23372,23404,35507
201908271010,23399,23413,23399,23413,29891
201908271015,23413,23427,23399,23413,18646
201908271020,23418,23432,23399,23409,24931
201908271025,23409,23427,23395,23422,13716
201908271030,23418,23436,23413,23427,53715
201908271035,23427,23455,23422,23432,116710
201908271040,23441,23441,23409,23413,15509
201908271045,23418,23422,23409,23409,10674
201908271050,23409,23436,23409,23432,37163
201908271055,23436,23441,23418,23422,30752
201908271100,23422,23422,23395,23404,11621
201908271105,23404,23409,23395,23404,18319
201908271110,23399,23409,23390,23404,22627
201908271115,23404,23409,23381,23395,33968
201908271120,23395,23409,23390,23409,24347
201908271125,23404,23409,23376,23381,18175
201908271130,23381,23395,23376,23390,8091
201908271135,23395,23413,23390,23404,12731
201908271140,23409,23409,23395,23399,2467
201908271145,23404,23404,23386,23399,3448
201908271150,23395,23413,23390,23409,12266
201908271155,23404,23413,23395,23404,7721
201908271200,23399,23418,23399,23409,6330
201908271205,23413,23418,23404,23404,4249
201908271210,23409,23413,23404,23409,2145
201908271215,23409,23413,23395,23409,3838
201908271220,23399,23418,23399,23409,2892
201908271225,23409,23413,23399,23409,7112
201908271230,23404,23413,23404,23404,2175
201908271235,23404,23409,23395,23395,5047
201908271240,23395,23399,23390,23390,2598
201908271245,23386,23395,23381,23386,5242
201908271250,23381,23390,23376,23381,14721
201908271255,23381,23386,23376,23381,4817
201908271300,23381,23386,23372,23381,17776
201908271305,23381,23386,23376,23386,5098
201908271310,23386,23390,23376,23386,14605
201908271315,23386,23386,23372,23381,8920
201908271320,23376,23381,23372,23376,26136
201908271325,23376,23381,23353,23367,26820
201908271330,23372,23372,23358,23363,21630
201908271335,23358,23363,23344,23344,66182
201908271340,23349,23358,23344,23358,14781
201908271345,23358,23358,23349,23358,8068
201908271350,23358,23363,23349,23363,11327
201908271355,23358,23363,23353,23358,7193
201908271400,23358,23363,23353,23363,5807
201908271405,23363,23367,23340,23344,10973
201908271410,23340,23344,23312,23312,72822
201908271415,23317,23317,23298,23307,61146
